TweetID,TweetText,Label
586,"Today was a great day, I feel so happy!",Not_Depressed
587,I feel like a burden to everyone around me.,Depressed
588,Everything is just too much to handle right now.,Depressed
589,I feel like a burden to everyone around me.,Depressed
590,Had a wonderful time at the park today.,Not_Depressed
591,I've lost interest in everything I used to love.,Depressed
592,I'm feeling really productive this morning.,Not_Depressed
593,I'm so grateful for my supportive friends.,Not_Depressed
594,I just want to stay in bed and never wake up.,Depressed
595,I cry for no reason almost every day.,Depressed
596,Had a wonderful time at the park today.,Not_Depressed
597,I've lost interest in everything I used to love.,Depressed
598,Life is beautiful and full of possibilities.,Not_Depressed
599,I feel so hopeless and tired all the time.,Depressed
600,I feel so hopeless and tired all the time.,Depressed
601,I just want to stay in bed and never wake up.,Depressed
602,"I feel so alone, even when I'm with people.",Depressed
603,The sun is shining and I feel energized.,Not_Depressed
604,I'm really enjoying this new book I'm reading.,Not_Depressed
605,"I feel so alone, even when I'm with people.",Depressed
606,Life is beautiful and full of possibilities.,Not_Depressed
607,I'm really enjoying this new book I'm reading.,Not_Depressed
608,Looking forward to the weekend with my friends!,Not_Depressed
609,Just had a delicious lunch!,Not_Depressed
610,Got a promotion at work today! So excited.,Not_Depressed
611,Looking forward to the weekend with my friends!,Not_Depressed
612,I feel like a burden to everyone around me.,Depressed
613,Just had a delicious lunch!,Not_Depressed
614,I'm feeling really productive this morning.,Not_Depressed
615,I'm really enjoying this new book I'm reading.,Not_Depressed
616,I don't see any light at the end of the tunnel.,Depressed
617,It's hard to even get out of bed in the morning.,Depressed
618,I don't see any light at the end of the tunnel.,Depressed
619,Got a promotion at work today! So excited.,Not_Depressed
620,"Today was a great day, I feel so happy!",Not_Depressed
621,Everything is just too much to handle right now.,Depressed
622,I'm really enjoying this new book I'm reading.,Not_Depressed
623,I'm so grateful for my supportive friends.,Not_Depressed
624,The sun is shining and I feel energized.,Not_Depressed
625,I cry for no reason almost every day.,Depressed
626,Life is beautiful and full of possibilities.,Not_Depressed
627,Had a wonderful time at the park today.,Not_Depressed
628,Just had a delicious lunch!,Not_Depressed
629,I've lost interest in everything I used to love.,Depressed
630,Life is beautiful and full of possibilities.,Not_Depressed
631,Looking forward to the weekend with my friends!,Not_Depressed
632,"I feel so alone, even when I'm with people.",Depressed
633,It's hard to even get out of bed in the morning.,Depressed
634,Everything is just too much to handle right now.,Depressed
635,It's hard to even get out of bed in the morning.,Depressed
636,I just want to stay in bed and never wake up.,Depressed
637,I feel like a burden to everyone around me.,Depressed
638,I feel like a burden to everyone around me.,Depressed
639,Looking forward to the weekend with my friends!,Not_Depressed
640,It's hard to even get out of bed in the morning.,Depressed
641,I'm so grateful for my supportive friends.,Not_Depressed
642,I'm so grateful for my supportive friends.,Not_Depressed
643,I feel so hopeless and tired all the time.,Depressed
644,Looking forward to the weekend with my friends!,Not_Depressed
645,I don't see any light at the end of the tunnel.,Depressed
646,It's hard to even get out of bed in the morning.,Depressed
647,The sun is shining and I feel energized.,Not_Depressed
648,The sun is shining and I feel energized.,Not_Depressed
649,I don't see any light at the end of the tunnel.,Depressed
650,It's hard to even get out of bed in the morning.,Depressed
651,Got a promotion at work today! So excited.,Not_Depressed
652,Just had a delicious lunch!,Not_Depressed
653,I feel like a burden to everyone around me.,Depressed
654,It's hard to even get out of bed in the morning.,Depressed
655,The sun is shining and I feel energized.,Not_Depressed
656,I feel like a burden to everyone around me.,Depressed
657,I feel like a burden to everyone around me.,Depressed
658,I'm feeling really productive this morning.,Not_Depressed
659,Looking forward to the weekend with my friends!,Not_Depressed
660,"I feel so alone, even when I'm with people.",Depressed
661,"Today was a great day, I feel so happy!",Not_Depressed
662,Just had a delicious lunch!,Not_Depressed
663,"I feel so alone, even when I'm with people.",Depressed
664,I don't see any light at the end of the tunnel.,Depressed
665,I feel like a burden to everyone around me.,Depressed
666,"I feel so alone, even when I'm with people.",Depressed
667,It's hard to even get out of bed in the morning.,Depressed
668,Just had a delicious lunch!,Not_Depressed
669,I just want to stay in bed and never wake up.,Depressed
670,I'm feeling really productive this morning.,Not_Depressed
671,Just had a delicious lunch!,Not_Depressed
672,I'm feeling really productive this morning.,Not_Depressed
673,I just want to stay in bed and never wake up.,Depressed
674,Life is beautiful and full of possibilities.,Not_Depressed
675,I'm feeling really productive this morning.,Not_Depressed
676,I don't see any light at the end of the tunnel.,Depressed
677,The sun is shining and I feel energized.,Not_Depressed
678,I'm feeling really productive this morning.,Not_Depressed
679,Looking forward to the weekend with my friends!,Not_Depressed
680,I'm really enjoying this new book I'm reading.,Not_Depressed
681,I feel so hopeless and tired all the time.,Depressed
682,I cry for no reason almost every day.,Depressed
683,Got a promotion at work today! So excited.,Not_Depressed
684,Life is beautiful and full of possibilities.,Not_Depressed
685,I'm really enjoying this new book I'm reading.,Not_Depressed
686,Life is beautiful and full of possibilities.,Not_Depressed
687,"I feel so alone, even when I'm with people.",Depressed
688,I'm feeling really productive this morning.,Not_Depressed
689,I don't see any light at the end of the tunnel.,Depressed
690,Just had a delicious lunch!,Not_Depressed
691,I cry for no reason almost every day.,Depressed
692,I'm really enjoying this new book I'm reading.,Not_Depressed
693,I've lost interest in everything I used to love.,Depressed
694,Life is beautiful and full of possibilities.,Not_Depressed
695,I've lost interest in everything I used to love.,Depressed
696,Looking forward to the weekend with my friends!,Not_Depressed
697,I've lost interest in everything I used to love.,Depressed
698,I've lost interest in everything I used to love.,Depressed
699,The sun is shining and I feel energized.,Not_Depressed
700,I feel so hopeless and tired all the time.,Depressed
701,I feel so hopeless and tired all the time.,Depressed
702,Had a wonderful time at the park today.,Not_Depressed
703,Had a wonderful time at the park today.,Not_Depressed
704,I cry for no reason almost every day.,Depressed
705,"Today was a great day, I feel so happy!",Not_Depressed
706,I feel so hopeless and tired all the time.,Depressed
707,I feel so hopeless and tired all the time.,Depressed
708,I cry for no reason almost every day.,Depressed
709,Had a wonderful time at the park today.,Not_Depressed
710,I feel so hopeless and tired all the time.,Depressed
711,I'm feeling really productive this morning.,Not_Depressed
712,Just had a delicious lunch!,Not_Depressed
713,I just want to stay in bed and never wake up.,Depressed
714,Had a wonderful time at the park today.,Not_Depressed
715,Looking forward to the weekend with my friends!,Not_Depressed
716,Life is beautiful and full of possibilities.,Not_Depressed
717,Everything feels so heavy and meaningless.,Depressed
718,Looking forward to the weekend with my friends!,Not_Depressed
719,I cry for no reason almost every day.,Depressed
720,I feel so hopeless and tired all the time.,Depressed
721,Looking forward to the weekend with my friends!,Not_Depressed
722,Just had a delicious lunch!,Not_Depressed
723,Had a wonderful time at the park today.,Not_Depressed
724,I'm so grateful for my supportive friends.,Not_Depressed
725,I just want to stay in bed and never wake up.,Depressed
726,Had a wonderful time at the park today.,Not_Depressed
727,"Today was a great day, I feel so happy!",Not_Depressed
728,Got a promotion at work today! So excited.,Not_Depressed
729,I'm really enjoying this new book I'm reading.,Not_Depressed
730,I just want to stay in bed and never wake up.,Depressed
731,"Today was a great day, I feel so happy!",Not_Depressed
732,Life is beautiful and full of possibilities.,Not_Depressed
733,I'm so grateful for my supportive friends.,Not_Depressed
734,I don't see any light at the end of the tunnel.,Depressed
735,I feel so hopeless and tired all the time.,Depressed
736,I feel like a burden to everyone around me.,Depressed
737,Got a promotion at work today! So excited.,Not_Depressed
738,Life is beautiful and full of possibilities.,Not_Depressed
739,Had a wonderful time at the park today.,Not_Depressed
740,Everything is just too much to handle right now.,Depressed
741,I'm so grateful for my supportive friends.,Not_Depressed
742,Got a promotion at work today! So excited.,Not_Depressed
743,Everything is just too much to handle right now.,Depressed
744,I'm feeling really productive this morning.,Not_Depressed
745,Everything feels so heavy and meaningless.,Depressed
746,Looking forward to the weekend with my friends!,Not_Depressed
747,Just had a delicious lunch!,Not_Depressed
748,The sun is shining and I feel energized.,Not_Depressed
749,Everything is just too much to handle right now.,Depressed
750,I cry for no reason almost every day.,Depressed
751,It's hard to even get out of bed in the morning.,Depressed
752,Got a promotion at work today! So excited.,Not_Depressed
753,Just had a delicious lunch!,Not_Depressed
754,I'm so grateful for my supportive friends.,Not_Depressed
755,I feel so hopeless and tired all the time.,Depressed
756,I've lost interest in everything I used to love.,Depressed
757,I've lost interest in everything I used to love.,Depressed
758,Life is beautiful and full of possibilities.,Not_Depressed
759,I'm feeling really productive this morning.,Not_Depressed
760,Life is beautiful and full of possibilities.,Not_Depressed
761,It's hard to even get out of bed in the morning.,Depressed
762,Just had a delicious lunch!,Not_Depressed
763,Just had a delicious lunch!,Not_Depressed
764,I feel like a burden to everyone around me.,Depressed
765,Had a wonderful time at the park today.,Not_Depressed
766,I'm feeling really productive this morning.,Not_Depressed
767,The sun is shining and I feel energized.,Not_Depressed
768,Everything is just too much to handle right now.,Depressed
769,"Today was a great day, I feel so happy!",Not_Depressed
770,Everything is just too much to handle right now.,Depressed
771,I just want to stay in bed and never wake up.,Depressed
772,Got a promotion at work today! So excited.,Not_Depressed
773,I feel so hopeless and tired all the time.,Depressed
774,I'm really enjoying this new book I'm reading.,Not_Depressed
775,Looking forward to the weekend with my friends!,Not_Depressed
776,I'm really enjoying this new book I'm reading.,Not_Depressed
777,Got a promotion at work today! So excited.,Not_Depressed
778,The sun is shining and I feel energized.,Not_Depressed
779,Just had a delicious lunch!,Not_Depressed
780,Everything is just too much to handle right now.,Depressed
781,I'm so grateful for my supportive friends.,Not_Depressed
782,"I feel so alone, even when I'm with people.",Depressed
783,The sun is shining and I feel energized.,Not_Depressed
784,I cry for no reason almost every day.,Depressed
785,Life is beautiful and full of possibilities.,Not_Depressed
786,I feel so hopeless and tired all the time.,Depressed
787,"Today was a great day, I feel so happy!",Not_Depressed
788,Everything is just too much to handle right now.,Depressed
789,I've lost interest in everything I used to love.,Depressed
790,"Today was a great day, I feel so happy!",Not_Depressed
791,"I feel so alone, even when I'm with people.",Depressed
792,It's hard to even get out of bed in the morning.,Depressed
793,"I feel so alone, even when I'm with people.",Depressed
794,I'm so grateful for my supportive friends.,Not_Depressed
795,Life is beautiful and full of possibilities.,Not_Depressed
796,I cry for no reason almost every day.,Depressed
797,Got a promotion at work today! So excited.,Not_Depressed
798,I've lost interest in everything I used to love.,Depressed
799,"Today was a great day, I feel so happy!",Not_Depressed
800,The sun is shining and I feel energized.,Not_Depressed
801,I'm feeling really productive this morning.,Not_Depressed
802,I feel so hopeless and tired all the time.,Depressed
803,Everything is just too much to handle right now.,Depressed
804,The sun is shining and I feel energized.,Not_Depressed
805,Just had a delicious lunch!,Not_Depressed
806,I'm so grateful for my supportive friends.,Not_Depressed
807,I'm feeling really productive this morning.,Not_Depressed
808,I feel like a burden to everyone around me.,Depressed
809,Had a wonderful time at the park today.,Not_Depressed
810,I've lost interest in everything I used to love.,Depressed
811,Just had a delicious lunch!,Not_Depressed
812,I've lost interest in everything I used to love.,Depressed
813,I've lost interest in everything I used to love.,Depressed
814,I just want to stay in bed and never wake up.,Depressed
815,I don't see any light at the end of the tunnel.,Depressed
816,I feel like a burden to everyone around me.,Depressed
817,I feel like a burden to everyone around me.,Depressed
818,I've lost interest in everything I used to love.,Depressed
819,Everything feels so heavy and meaningless.,Depressed
820,Just had a delicious lunch!,Not_Depressed
821,"I feel so alone, even when I'm with people.",Depressed
822,I feel like a burden to everyone around me.,Depressed
823,"I feel so alone, even when I'm with people.",Depressed
824,Looking forward to the weekend with my friends!,Not_Depressed
825,I'm really enjoying this new book I'm reading.,Not_Depressed
826,"I feel so alone, even when I'm with people.",Depressed
827,Everything is just too much to handle right now.,Depressed
828,I feel like a burden to everyone around me.,Depressed
829,Just had a delicious lunch!,Not_Depressed
830,I feel so hopeless and tired all the time.,Depressed
831,I feel like a burden to everyone around me.,Depressed
832,"I feel so alone, even when I'm with people.",Depressed
833,I'm feeling really productive this morning.,Not_Depressed
834,Looking forward to the weekend with my friends!,Not_Depressed
835,Got a promotion at work today! So excited.,Not_Depressed
836,I just want to stay in bed and never wake up.,Depressed
837,Looking forward to the weekend with my friends!,Not_Depressed
838,I just want to stay in bed and never wake up.,Depressed
839,Got a promotion at work today! So excited.,Not_Depressed
840,I've lost interest in everything I used to love.,Depressed
841,"I feel so alone, even when I'm with people.",Depressed
842,Got a promotion at work today! So excited.,Not_Depressed
843,The sun is shining and I feel energized.,Not_Depressed
844,Life is beautiful and full of possibilities.,Not_Depressed
845,The sun is shining and I feel energized.,Not_Depressed
846,I'm so grateful for my supportive friends.,Not_Depressed
847,Had a wonderful time at the park today.,Not_Depressed
848,I feel so hopeless and tired all the time.,Depressed
849,I cry for no reason almost every day.,Depressed
850,I feel like a burden to everyone around me.,Depressed
851,Just had a delicious lunch!,Not_Depressed
852,I don't see any light at the end of the tunnel.,Depressed
853,I'm really enjoying this new book I'm reading.,Not_Depressed
854,I'm feeling really productive this morning.,Not_Depressed
855,I just want to stay in bed and never wake up.,Depressed
856,I'm really enjoying this new book I'm reading.,Not_Depressed
857,The sun is shining and I feel energized.,Not_Depressed
858,Just had a delicious lunch!,Not_Depressed
859,I'm so grateful for my supportive friends.,Not_Depressed
860,I feel like a burden to everyone around me.,Depressed
861,Had a wonderful time at the park today.,Not_Depressed
862,Just had a delicious lunch!,Not_Depressed
863,I cry for no reason almost every day.,Depressed
864,Had a wonderful time at the park today.,Not_Depressed
865,Just had a delicious lunch!,Not_Depressed
866,The sun is shining and I feel energized.,Not_Depressed
867,Looking forward to the weekend with my friends!,Not_Depressed
868,I cry for no reason almost every day.,Depressed
869,It's hard to even get out of bed in the morning.,Depressed
870,I feel so hopeless and tired all the time.,Depressed
871,Life is beautiful and full of possibilities.,Not_Depressed
872,"I feel so alone, even when I'm with people.",Depressed
873,Everything is just too much to handle right now.,Depressed
874,I've lost interest in everything I used to love.,Depressed
875,I feel so hopeless and tired all the time.,Depressed
876,I don't see any light at the end of the tunnel.,Depressed
877,Got a promotion at work today! So excited.,Not_Depressed
878,I'm feeling really productive this morning.,Not_Depressed
879,Everything is just too much to handle right now.,Depressed
880,It's hard to even get out of bed in the morning.,Depressed
881,I feel so hopeless and tired all the time.,Depressed
882,I feel so hopeless and tired all the time.,Depressed
883,I feel like a burden to everyone around me.,Depressed
884,Had a wonderful time at the park today.,Not_Depressed
885,I've lost interest in everything I used to love.,Depressed
886,Everything feels so heavy and meaningless.,Depressed
887,Looking forward to the weekend with my friends!,Not_Depressed
888,Had a wonderful time at the park today.,Not_Depressed
889,I'm feeling really productive this morning.,Not_Depressed
890,I just want to stay in bed and never wake up.,Depressed
891,I just want to stay in bed and never wake up.,Depressed
892,I cry for no reason almost every day.,Depressed
893,Got a promotion at work today! So excited.,Not_Depressed
894,Everything is just too much to handle right now.,Depressed
895,"I feel so alone, even when I'm with people.",Depressed
896,"I feel so alone, even when I'm with people.",Depressed
897,I've lost interest in everything I used to love.,Depressed
898,Looking forward to the weekend with my friends!,Not_Depressed
899,Life is beautiful and full of possibilities.,Not_Depressed
900,I've lost interest in everything I used to love.,Depressed
901,Had a wonderful time at the park today.,Not_Depressed
902,I'm feeling really productive this morning.,Not_Depressed
903,Everything feels so heavy and meaningless.,Depressed
904,I cry for no reason almost every day.,Depressed
905,Everything feels so heavy and meaningless.,Depressed
906,I don't see any light at the end of the tunnel.,Depressed
907,I'm so grateful for my supportive friends.,Not_Depressed
908,"I feel so alone, even when I'm with people.",Depressed
909,Just had a delicious lunch!,Not_Depressed
910,I just want to stay in bed and never wake up.,Depressed
911,I cry for no reason almost every day.,Depressed
912,I just want to stay in bed and never wake up.,Depressed
913,I feel so hopeless and tired all the time.,Depressed
914,I'm feeling really productive this morning.,Not_Depressed
915,I just want to stay in bed and never wake up.,Depressed
916,Life is beautiful and full of possibilities.,Not_Depressed
917,Had a wonderful time at the park today.,Not_Depressed
918,I cry for no reason almost every day.,Depressed
919,I'm feeling really productive this morning.,Not_Depressed
920,I'm really enjoying this new book I'm reading.,Not_Depressed
921,Life is beautiful and full of possibilities.,Not_Depressed
922,I'm really enjoying this new book I'm reading.,Not_Depressed
923,Just had a delicious lunch!,Not_Depressed
924,The sun is shining and I feel energized.,Not_Depressed
925,I cry for no reason almost every day.,Depressed
926,Just had a delicious lunch!,Not_Depressed
927,"Today was a great day, I feel so happy!",Not_Depressed
928,I've lost interest in everything I used to love.,Depressed
929,I cry for no reason almost every day.,Depressed
930,I'm so grateful for my supportive friends.,Not_Depressed
931,Looking forward to the weekend with my friends!,Not_Depressed
932,It's hard to even get out of bed in the morning.,Depressed
933,I'm feeling really productive this morning.,Not_Depressed
934,I just want to stay in bed and never wake up.,Depressed
935,I cry for no reason almost every day.,Depressed
936,I feel so hopeless and tired all the time.,Depressed
937,I feel so hopeless and tired all the time.,Depressed
938,Life is beautiful and full of possibilities.,Not_Depressed
939,I'm so grateful for my supportive friends.,Not_Depressed
940,I cry for no reason almost every day.,Depressed
941,Everything feels so heavy and meaningless.,Depressed
942,I just want to stay in bed and never wake up.,Depressed
943,Everything feels so heavy and meaningless.,Depressed
944,I've lost interest in everything I used to love.,Depressed
945,The sun is shining and I feel energized.,Not_Depressed
946,I don't see any light at the end of the tunnel.,Depressed
947,Looking forward to the weekend with my friends!,Not_Depressed
948,I don't see any light at the end of the tunnel.,Depressed
949,"I feel so alone, even when I'm with people.",Depressed
950,I feel so hopeless and tired all the time.,Depressed
951,I cry for no reason almost every day.,Depressed
952,Had a wonderful time at the park today.,Not_Depressed
953,The sun is shining and I feel energized.,Not_Depressed
954,Everything feels so heavy and meaningless.,Depressed
955,Just had a delicious lunch!,Not_Depressed
956,Got a promotion at work today! So excited.,Not_Depressed
957,It's hard to even get out of bed in the morning.,Depressed
958,"Today was a great day, I feel so happy!",Not_Depressed
959,I don't see any light at the end of the tunnel.,Depressed
960,I'm so grateful for my supportive friends.,Not_Depressed
961,The sun is shining and I feel energized.,Not_Depressed
962,I feel like a burden to everyone around me.,Depressed
963,Looking forward to the weekend with my friends!,Not_Depressed
964,Everything feels so heavy and meaningless.,Depressed
965,I've lost interest in everything I used to love.,Depressed
966,Everything feels so heavy and meaningless.,Depressed
967,It's hard to even get out of bed in the morning.,Depressed
968,Had a wonderful time at the park today.,Not_Depressed
969,Just had a delicious lunch!,Not_Depressed
970,I've lost interest in everything I used to love.,Depressed
971,Everything is just too much to handle right now.,Depressed
972,I feel so hopeless and tired all the time.,Depressed
973,I just want to stay in bed and never wake up.,Depressed
974,I feel like a burden to everyone around me.,Depressed
975,I've lost interest in everything I used to love.,Depressed
976,I cry for no reason almost every day.,Depressed
977,Had a wonderful time at the park today.,Not_Depressed
978,Got a promotion at work today! So excited.,Not_Depressed
979,I don't see any light at the end of the tunnel.,Depressed
980,I've lost interest in everything I used to love.,Depressed
981,Got a promotion at work today! So excited.,Not_Depressed
982,Looking forward to the weekend with my friends!,Not_Depressed
983,"Today was a great day, I feel so happy!",Not_Depressed
984,Life is beautiful and full of possibilities.,Not_Depressed
985,"Today was a great day, I feel so happy!",Not_Depressed
986,I'm feeling really productive this morning.,Not_Depressed
987,Got a promotion at work today! So excited.,Not_Depressed
988,I cry for no reason almost every day.,Depressed
989,Looking forward to the weekend with my friends!,Not_Depressed
990,I'm really enjoying this new book I'm reading.,Not_Depressed
991,I feel so hopeless and tired all the time.,Depressed
992,Everything feels so heavy and meaningless.,Depressed
993,I've lost interest in everything I used to love.,Depressed
994,Just had a delicious lunch!,Not_Depressed
995,I feel like a burden to everyone around me.,Depressed
996,I'm feeling really productive this morning.,Not_Depressed
997,Got a promotion at work today! So excited.,Not_Depressed
998,Had a wonderful time at the park today.,Not_Depressed
999,I'm really enjoying this new book I'm reading.,Not_Depressed
1000,"Today was a great day, I feel so happy!",Not_Depressed
1001,Got a promotion at work today! So excited.,Not_Depressed
1002,"I feel so alone, even when I'm with people.",Depressed
1003,I feel like a burden to everyone around me.,Depressed
1004,It's hard to even get out of bed in the morning.,Depressed
1005,Everything feels so heavy and meaningless.,Depressed
1006,Had a wonderful time at the park today.,Not_Depressed
1007,Got a promotion at work today! So excited.,Not_Depressed
1008,Had a wonderful time at the park today.,Not_Depressed
1009,I cry for no reason almost every day.,Depressed
1010,Looking forward to the weekend with my friends!,Not_Depressed
1011,Everything is just too much to handle right now.,Depressed
1012,I've lost interest in everything I used to love.,Depressed
1013,Everything is just too much to handle right now.,Depressed
1014,I'm feeling really productive this morning.,Not_Depressed
1015,I'm really enjoying this new book I'm reading.,Not_Depressed
1016,I'm so grateful for my supportive friends.,Not_Depressed
1017,Got a promotion at work today! So excited.,Not_Depressed
1018,I cry for no reason almost every day.,Depressed
1019,Got a promotion at work today! So excited.,Not_Depressed
1020,I'm really enjoying this new book I'm reading.,Not_Depressed
1021,I just want to stay in bed and never wake up.,Depressed
1022,I'm feeling really productive this morning.,Not_Depressed
1023,I'm feeling really productive this morning.,Not_Depressed
1024,Looking forward to the weekend with my friends!,Not_Depressed
1025,I feel so hopeless and tired all the time.,Depressed
1026,I don't see any light at the end of the tunnel.,Depressed
1027,Got a promotion at work today! So excited.,Not_Depressed
1028,It's hard to even get out of bed in the morning.,Depressed
1029,I don't see any light at the end of the tunnel.,Depressed
1030,I feel like a burden to everyone around me.,Depressed
1031,"Today was a great day, I feel so happy!",Not_Depressed
1032,I've lost interest in everything I used to love.,Depressed
1033,Had a wonderful time at the park today.,Not_Depressed
1034,I feel so hopeless and tired all the time.,Depressed
1035,I'm really enjoying this new book I'm reading.,Not_Depressed
1036,I don't see any light at the end of the tunnel.,Depressed
1037,It's hard to even get out of bed in the morning.,Depressed
1038,"Today was a great day, I feel so happy!",Not_Depressed
1039,"I feel so alone, even when I'm with people.",Depressed
1040,"Today was a great day, I feel so happy!",Not_Depressed
1041,Everything is just too much to handle right now.,Depressed
1042,"Today was a great day, I feel so happy!",Not_Depressed
1043,I feel so hopeless and tired all the time.,Depressed
1044,I'm really enjoying this new book I'm reading.,Not_Depressed
1045,I feel so hopeless and tired all the time.,Depressed
1046,The sun is shining and I feel energized.,Not_Depressed
1047,I'm so grateful for my supportive friends.,Not_Depressed
1048,"Today was a great day, I feel so happy!",Not_Depressed
1049,Just had a delicious lunch!,Not_Depressed
1050,I just want to stay in bed and never wake up.,Depressed
1051,Life is beautiful and full of possibilities.,Not_Depressed
1052,The sun is shining and I feel energized.,Not_Depressed
1053,Looking forward to the weekend with my friends!,Not_Depressed
1054,I just want to stay in bed and never wake up.,Depressed
1055,Life is beautiful and full of possibilities.,Not_Depressed
1056,I'm feeling really productive this morning.,Not_Depressed
1057,I just want to stay in bed and never wake up.,Depressed
1058,I'm so grateful for my supportive friends.,Not_Depressed
1059,I don't see any light at the end of the tunnel.,Depressed
1060,I feel like a burden to everyone around me.,Depressed
1061,Life is beautiful and full of possibilities.,Not_Depressed
1062,I feel so hopeless and tired all the time.,Depressed
1063,Looking forward to the weekend with my friends!,Not_Depressed
1064,I cry for no reason almost every day.,Depressed
1065,I feel so hopeless and tired all the time.,Depressed
1066,Life is beautiful and full of possibilities.,Not_Depressed
1067,Everything is just too much to handle right now.,Depressed
1068,I cry for no reason almost every day.,Depressed
1069,Everything feels so heavy and meaningless.,Depressed
1070,I'm really enjoying this new book I'm reading.,Not_Depressed
1071,I'm feeling really productive this morning.,Not_Depressed
1072,Everything is just too much to handle right now.,Depressed
1073,I just want to stay in bed and never wake up.,Depressed
1074,Everything feels so heavy and meaningless.,Depressed
1075,Everything is just too much to handle right now.,Depressed
1076,I'm feeling really productive this morning.,Not_Depressed
1077,The sun is shining and I feel energized.,Not_Depressed
1078,I'm so grateful for my supportive friends.,Not_Depressed
1079,Looking forward to the weekend with my friends!,Not_Depressed
1080,I'm really enjoying this new book I'm reading.,Not_Depressed
1081,Everything is just too much to handle right now.,Depressed
1082,I cry for no reason almost every day.,Depressed
1083,I'm really enjoying this new book I'm reading.,Not_Depressed
1084,I just want to stay in bed and never wake up.,Depressed
1085,Had a wonderful time at the park today.,Not_Depressed
1086,Everything feels so heavy and meaningless.,Depressed
1087,I don't see any light at the end of the tunnel.,Depressed
1088,I'm so grateful for my supportive friends.,Not_Depressed
1089,Got a promotion at work today! So excited.,Not_Depressed
1090,Had a wonderful time at the park today.,Not_Depressed
1091,Everything feels so heavy and meaningless.,Depressed
1092,I've lost interest in everything I used to love.,Depressed
1093,I don't see any light at the end of the tunnel.,Depressed
1094,Looking forward to the weekend with my friends!,Not_Depressed
1095,It's hard to even get out of bed in the morning.,Depressed
1096,Life is beautiful and full of possibilities.,Not_Depressed
1097,I just want to stay in bed and never wake up.,Depressed
1098,I feel like a burden to everyone around me.,Depressed
1099,Got a promotion at work today! So excited.,Not_Depressed
1100,I feel so hopeless and tired all the time.,Depressed
1101,Life is beautiful and full of possibilities.,Not_Depressed
1102,Everything feels so heavy and meaningless.,Depressed
1103,Got a promotion at work today! So excited.,Not_Depressed
1104,I don't see any light at the end of the tunnel.,Depressed
1105,Everything feels so heavy and meaningless.,Depressed
1106,I feel so hopeless and tired all the time.,Depressed
1107,Had a wonderful time at the park today.,Not_Depressed
1108,I'm feeling really productive this morning.,Not_Depressed
1109,I cry for no reason almost every day.,Depressed
1110,"Today was a great day, I feel so happy!",Not_Depressed
1111,Got a promotion at work today! So excited.,Not_Depressed
1112,"I feel so alone, even when I'm with people.",Depressed
1113,Life is beautiful and full of possibilities.,Not_Depressed
1114,I feel like a burden to everyone around me.,Depressed
1115,I cry for no reason almost every day.,Depressed
1116,Got a promotion at work today! So excited.,Not_Depressed
1117,"I feel so alone, even when I'm with people.",Depressed
1118,I'm feeling really productive this morning.,Not_Depressed
1119,I'm feeling really productive this morning.,Not_Depressed
1120,I don't see any light at the end of the tunnel.,Depressed
1121,"I feel so alone, even when I'm with people.",Depressed
1122,Got a promotion at work today! So excited.,Not_Depressed
1123,"Today was a great day, I feel so happy!",Not_Depressed
1124,"Today was a great day, I feel so happy!",Not_Depressed
1125,The sun is shining and I feel energized.,Not_Depressed
1126,I'm so grateful for my supportive friends.,Not_Depressed
1127,Everything feels so heavy and meaningless.,Depressed
1128,I just want to stay in bed and never wake up.,Depressed
1129,I'm really enjoying this new book I'm reading.,Not_Depressed
1130,I don't see any light at the end of the tunnel.,Depressed
1131,Looking forward to the weekend with my friends!,Not_Depressed
1132,Just had a delicious lunch!,Not_Depressed
1133,The sun is shining and I feel energized.,Not_Depressed
1134,Life is beautiful and full of possibilities.,Not_Depressed
1135,I'm really enjoying this new book I'm reading.,Not_Depressed
1136,I'm really enjoying this new book I'm reading.,Not_Depressed
1137,I don't see any light at the end of the tunnel.,Depressed
1138,I'm so grateful for my supportive friends.,Not_Depressed
1139,Just had a delicious lunch!,Not_Depressed
1140,Had a wonderful time at the park today.,Not_Depressed
1141,I don't see any light at the end of the tunnel.,Depressed
1142,The sun is shining and I feel energized.,Not_Depressed
1143,Got a promotion at work today! So excited.,Not_Depressed
1144,I'm feeling really productive this morning.,Not_Depressed
1145,Everything feels so heavy and meaningless.,Depressed
1146,I feel like a burden to everyone around me.,Depressed
1147,It's hard to even get out of bed in the morning.,Depressed
1148,Just had a delicious lunch!,Not_Depressed
1149,Looking forward to the weekend with my friends!,Not_Depressed
1150,I'm so grateful for my supportive friends.,Not_Depressed
1151,I don't see any light at the end of the tunnel.,Depressed
1152,Just had a delicious lunch!,Not_Depressed
1153,Everything is just too much to handle right now.,Depressed
1154,I don't see any light at the end of the tunnel.,Depressed
1155,"Today was a great day, I feel so happy!",Not_Depressed
1156,"I feel so alone, even when I'm with people.",Depressed
1157,It's hard to even get out of bed in the morning.,Depressed
1158,The sun is shining and I feel energized.,Not_Depressed
1159,I've lost interest in everything I used to love.,Depressed
1160,Looking forward to the weekend with my friends!,Not_Depressed
1161,Everything feels so heavy and meaningless.,Depressed
1162,Had a wonderful time at the park today.,Not_Depressed
1163,It's hard to even get out of bed in the morning.,Depressed
1164,I just want to stay in bed and never wake up.,Depressed
1165,I'm so grateful for my supportive friends.,Not_Depressed
